PC1,PC2,assignment_delay_label
1.8217404476807626,1.462731489744178,4
0.7716614647865848,-1.398819037999679,3
-1.8491056694328787,0.6579646533782002,1
2.586815634264031,0.665242992943195,4
-1.7707782392176261,-0.998922466635264,2
0.6388713015300708,0.2698576231371673,3
-1.3589721195277942,-0.9466227516378198,2
0.9049893437462571,-0.28943305668249736,3
-2.909892203185178,0.03991492919370125,1
-0.9258138302901593,-0.1583188747366924,2
1.8787403439481325,-1.0064580451914453,4
-1.440846604856477,-1.9110155475300539,2
1.143912664236692,0.19553972824930638,3
-1.3106899832880192,0.6518905114624327,2
1.519021712054396,0.09011534137299428,3
-2.275993186750112,-1.3394949055749206,1
2.517109585614426,0.028610041237875472,4
0.877481212996888,0.5085673326189782,3
-2.194118701421429,-0.37510210968268665,1
-3.802345534487987,-0.7898614479578514,0
-2.7306117766226246,0.01738485680279177,1
0.7655772464470461,-1.5626989600931362,3
-0.7537387100817331,-2.0097621946355058,2
0.7441533340372156,-0.6008186486982036,3
-1.5198081292368357,-1.2580083436535259,2
-1.7004380964029144,0.6415904012069917,1
0.6683630670480715,-1.40133152249698,3
1.4614841000838679,-0.21875776614541073,3
-2.3372500737863042,0.40360023620685165,1
-1.9726403569586395,1.037001158933199,1
1.3735253964156462,-1.347030484131102,3
0.8291990767571129,-1.0899459304812742,3
1.4493156634047903,-0.5465176103323254,3
1.4432314450652517,-0.7103975324257826,3
1.1195757908785373,-0.4599799601245227,3
1.8151185136380656,-1.4792110748033074,4
-3.338790789152579,0.8941402924290384,1
-2.726315685127344,0.4766107690553493,1
-0.7476544917421944,-1.8458822725420483,2
1.258987888177748,0.8132859432861161,3
2.3776974883152153,-1.2446558621727635,4
-3.671930616476639,-1.2978754664094316,0
-2.416211598166663,1.0566074400833798,1
1.397862269773801,-0.691510795757273,3
2.4956856732045956,0.9904903526328084,4
-0.7045272476622655,2.079339824566181,2
0.7721991804897431,1.3792436044543492,3
-3.7962613161484486,-0.6259815258643942,0
-3.031051645465773,-0.7417112079365659,1
2.359444833296599,-1.7362956284531352,4
2.5624787609058766,0.009723304569365765,4
-3.327148447049442,0.827615208239736,0
2.423066663606666,-1.2635425988412732,4
1.2650721065172867,0.9771658653795734,3
2.187369713088173,0.11514769144567802,4
1.519021712054396,0.09011534137299428,3
0.6571239565486867,0.7614973894175391,3
1.1953660578676812,0.3405329136742541,3
1.3735253964156462,-1.347030484131102,3
-2.6907397012698047,-1.0306984544853408,1
-1.4795938461052311,1.0498137536859413,2
1.1953660578676812,0.3405329136742541,3
-2.702908137948882,-1.3584582986722553,1
1.3006480903748263,-0.5301433581611168,3
2.4835172365255183,0.6627305084458938,4
0.8989051254067184,-0.45331297877595467,3
-0.7294018367235784,-1.3542425062616765,2
2.378235204018373,1.5334067802812648,4
-1.9946019850716283,-0.7791811721258961,1
1.4400601876740373,0.7431225452495223,3
0.8352832950966516,-0.9260660083878169,3
1.8726561256085938,-1.1703379672849026,4
0.7146615685192149,1.0703704969359442,3
0.8867366887276411,-0.7810728229628694,3
0.9018180863550426,1.1640870209928078,3
1.752034399031157,0.8260985380388584,4
1.2650721065172867,0.9771658653795734,3
2.413811187875913,0.026097556740574367,4
1.2136187128862974,0.8321726799546258,3
0.8928209070671798,-0.6171929008694121,3
-3.072711847662851,0.6017180935106671,1
1.306732308714365,-0.36626343606765943,3
-1.9316142489266677,-1.3103080586509699,2
1.2075344945467588,0.6682927578611686,3
0.7024931318401376,0.7426106527490295,3
2.3441051392263073,-0.6105353949647453,4
1.8816533048964565,0.6109419545773168,4
-1.4795938461052311,1.0498137536859413,2
2.517109585614426,0.028610041237875472,4
0.7534088097679688,-1.8904588042800508,3
1.2772405431963643,1.3049257095664883,3
1.306732308714365,-0.36626343606765943,3
2.396487859036989,2.0250465465616365,4
-0.6932881371628807,-0.08348908734833868,2
-1.1982078526807804,1.0626473136765027,2
0.8260278193658984,0.3635741471940307,3
0.7534088097679688,-1.8904588042800508,3
0.738069115697677,-0.7646985707916608,3
-1.6981592296196966,1.255110484838818,2
1.4400601876740373,0.7431225452495223,3
-1.9278088973703469,-1.7599482201893386,1
1.3917780514342624,-0.8553907178507303,3
-3.907627566995132,0.08081482387751937,0
-0.6718642247530503,-1.0453693987432715,2
-1.2323379174728464,-1.0812948615695073,2
-1.2770976341991114,0.01777004425441434,2
1.3099035661055796,-1.819783513742964,3
-0.7045272476622655,2.079339824566181,2
-0.520283690774762,0.5556563488542821,2
-2.5154094123342694,2.091163634012208,1
-1.600753288385826,0.268187616555674,2
1.2711563248568256,1.1410457874730309,3
1.2711563248568256,1.1410457874730309,3
1.3796096147551848,-1.1831505620376446,3
0.6449555198696094,0.43373754523062463,3
-0.8621919999800924,0.3144341548751699,2
1.612622301731946,-0.4471673653717807,4
1.306732308714365,-0.36626343606765943,3
1.2248578233856822,-1.3306562319598934,3
-0.6718642247530503,-1.0453693987432715,2
-0.6840326614321276,-1.3731292429301862,2
-1.495471255878681,-0.6024886552796967,2
0.8321120377054371,0.5274540692874878,3
0.9018180863550426,1.1640870209928078,3
